experiment_id,task_id,seed,condition,success,final_reward,db_reward,communicate_reward,nl_assertion_reward,result_path
exp5_5c_saturation_precheck,3,602,no_memory,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_3/condition_no_memory/seed_602/results.json
exp5_5c_saturation_precheck,3,603,no_memory,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_3/condition_no_memory/seed_603/results.json
exp5_5c_saturation_precheck,3,601,oracle_single_missing_check_card_v1,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_3/condition_oracle_single_missing_check_card_v1/seed_601/results.json
exp5_5c_saturation_precheck,3,602,oracle_single_missing_check_card_v1,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_3/condition_oracle_single_missing_check_card_v1/seed_602/results.json
exp5_5c_saturation_precheck,3,603,oracle_single_missing_check_card_v1,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_3/condition_oracle_single_missing_check_card_v1/seed_603/results.json
exp5_5c_saturation_precheck,19,601,failure_mode_only_card,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_failure_mode_only_card/seed_601/results.json
exp5_5c_saturation_precheck,19,602,failure_mode_only_card,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_failure_mode_only_card/seed_602/results.json
exp5_5c_saturation_precheck,19,603,failure_mode_only_card,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_failure_mode_only_card/seed_603/results.json
exp5_5c_saturation_precheck,19,601,generic_policy_card,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_generic_policy_card/seed_601/results.json
exp5_5c_saturation_precheck,19,602,generic_policy_card,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_generic_policy_card/seed_602/results.json
exp5_5c_saturation_precheck,19,603,generic_policy_card,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_generic_policy_card/seed_603/results.json
exp5_5c_saturation_precheck,19,601,no_memory,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_no_memory/seed_601/results.json
exp5_5c_saturation_precheck,19,602,no_memory,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_no_memory/seed_602/results.json
exp5_5c_saturation_precheck,19,603,no_memory,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_no_memory/seed_603/results.json
exp5_5c_saturation_precheck,19,601,oracle_single_missing_check_card_v1,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_oracle_single_missing_check_card_v1/seed_601/results.json
exp5_5c_saturation_precheck,19,602,oracle_single_missing_check_card_v1,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_oracle_single_missing_check_card_v1/seed_602/results.json
exp5_5c_saturation_precheck,19,603,oracle_single_missing_check_card_v1,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_19/condition_oracle_single_missing_check_card_v1/seed_603/results.json
exp5_5c_saturation_precheck,43,601,failure_mode_only_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_failure_mode_only_card/seed_601/results.json
exp5_5c_saturation_precheck,43,602,failure_mode_only_card,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_failure_mode_only_card/seed_602/results.json
exp5_5c_saturation_precheck,43,603,failure_mode_only_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_failure_mode_only_card/seed_603/results.json
exp5_5c_saturation_precheck,43,601,generic_policy_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_generic_policy_card/seed_601/results.json
exp5_5c_saturation_precheck,43,602,generic_policy_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_generic_policy_card/seed_602/results.json
exp5_5c_saturation_precheck,43,603,generic_policy_card,0,0.0000,0.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_generic_policy_card/seed_603/results.json
exp5_5c_saturation_precheck,43,601,no_memory,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_no_memory/seed_601/results.json
exp5_5c_saturation_precheck,43,602,no_memory,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_no_memory/seed_602/results.json
exp5_5c_saturation_precheck,43,603,no_memory,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_no_memory/seed_603/results.json
exp5_5c_saturation_precheck,43,601,oracle_single_missing_check_card_v1,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_oracle_single_missing_check_card_v1/seed_601/results.json
exp5_5c_saturation_precheck,43,602,oracle_single_missing_check_card_v1,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_oracle_single_missing_check_card_v1/seed_602/results.json
exp5_5c_saturation_precheck,43,603,oracle_single_missing_check_card_v1,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_43/condition_oracle_single_missing_check_card_v1/seed_603/results.json
exp5_5c_saturation_precheck,47,601,failure_mode_only_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_failure_mode_only_card/seed_601/results.json
exp5_5c_saturation_precheck,47,602,failure_mode_only_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_failure_mode_only_card/seed_602/results.json
exp5_5c_saturation_precheck,47,603,failure_mode_only_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_failure_mode_only_card/seed_603/results.json
exp5_5c_saturation_precheck,47,601,generic_policy_card,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_generic_policy_card/seed_601/results.json
exp5_5c_saturation_precheck,47,602,generic_policy_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_generic_policy_card/seed_602/results.json
exp5_5c_saturation_precheck,47,603,generic_policy_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_generic_policy_card/seed_603/results.json
exp5_5c_saturation_precheck,47,601,no_memory,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_no_memory/seed_601/results.json
exp5_5c_saturation_precheck,47,602,no_memory,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_no_memory/seed_602/results.json
exp5_5c_saturation_precheck,47,603,no_memory,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_no_memory/seed_603/results.json
exp5_5c_saturation_precheck,47,601,oracle_single_missing_check_card_v1,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_oracle_single_missing_check_card_v1/seed_601/results.json
exp5_5c_saturation_precheck,47,602,oracle_single_missing_check_card_v1,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_oracle_single_missing_check_card_v1/seed_602/results.json
exp5_5c_saturation_precheck,47,603,oracle_single_missing_check_card_v1,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_47/condition_oracle_single_missing_check_card_v1/seed_603/results.json
exp5_5c_saturation_precheck,103,601,failure_mode_only_card,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_failure_mode_only_card/seed_601/results.json
exp5_5c_saturation_precheck,103,602,failure_mode_only_card,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_failure_mode_only_card/seed_602/results.json
exp5_5c_saturation_precheck,103,603,failure_mode_only_card,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_failure_mode_only_card/seed_603/results.json
exp5_5c_saturation_precheck,103,601,generic_policy_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_generic_policy_card/seed_601/results.json
exp5_5c_saturation_precheck,103,602,generic_policy_card,0,0.0000,0.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_generic_policy_card/seed_602/results.json
exp5_5c_saturation_precheck,103,603,generic_policy_card,1,1.0000,1.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_generic_policy_card/seed_603/results.json
exp5_5c_saturation_precheck,103,601,no_memory,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_no_memory/seed_601/results.json
exp5_5c_saturation_precheck,103,602,no_memory,0,0.0000,1.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_no_memory/seed_602/results.json
exp5_5c_saturation_precheck,103,603,no_memory,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_no_memory/seed_603/results.json
exp5_5c_saturation_precheck,103,601,oracle_single_missing_check_card_v1,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_oracle_single_missing_check_card_v1/seed_601/results.json
exp5_5c_saturation_precheck,103,602,oracle_single_missing_check_card_v1,0,0.0000,0.0000,,0.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_oracle_single_missing_check_card_v1/seed_602/results.json
exp5_5c_saturation_precheck,103,603,oracle_single_missing_check_card_v1,0,0.0000,0.0000,,1.0000,/home/depa/showcases/third_party/tau2-bench/data/simulations/exp5_5c_saturation_precheck/task_103/condition_oracle_single_missing_check_card_v1/seed_603/results.json
