experiment_id,task_id,seed,condition,success,final_reward,db_reward,communicate_reward,nl_assertion_reward,gate_trigger_count,gate_failure_count,gate_retry_count,gate_final_passed,result_path
exp6b_binding_pool_harvest_no_gate,30,801,no_gate,0,0.0000,0.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_30/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,30,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_30/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,36,801,no_gate,0,0.0000,0.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_36/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,36,802,no_gate,0,0.0000,1.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_36/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,37,801,no_gate,0,0.0000,0.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_37/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,37,802,no_gate,0,0.0000,0.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_37/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,38,801,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_38/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,38,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_38/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,40,801,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_40/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,40,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_40/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,43,801,no_gate,0,0.0000,0.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_43/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,43,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_43/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,44,801,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_44/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,44,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_44/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,46,801,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_46/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,46,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_46/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,47,801,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_47/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,47,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_47/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,54,801,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_54/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,54,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_54/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,59,801,no_gate,0,0.0000,0.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_59/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,59,802,no_gate,0,0.0000,0.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_59/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,63,801,no_gate,0,0.0000,0.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_63/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,63,802,no_gate,0,0.0000,0.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_63/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,67,801,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_67/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,67,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_67/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,68,801,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_68/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,68,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_68/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,89,801,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_89/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,89,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_89/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,95,801,no_gate,0,0.0000,1.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_95/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,95,802,no_gate,1,1.0000,1.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_95/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,103,801,no_gate,0,0.0000,1.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_103/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,103,802,no_gate,0,0.0000,0.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_103/condition_no_gate/seed_802/results.json
exp6b_binding_pool_harvest_no_gate,104,801,no_gate,0,0.0000,0.0000,,1.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_104/condition_no_gate/seed_801/results.json
exp6b_binding_pool_harvest_no_gate,104,802,no_gate,0,0.0000,1.0000,,0.0000,0,0,0,,third_party/tau2-bench/data/simulations/exp6b_binding_pool_harvest_no_gate/task_104/condition_no_gate/seed_802/results.json
